id,lig,ecm
CXCL12_350NS010CF:blank,CXCL12_350NS010CF,blank
CXCL12_351FS010:ALCAM,CXCL12_351FS010,ALCAM
CXCL12_351FS010:BCAN,CXCL12_351FS010,BCAN
CXCL12_351FS010:BGN,CXCL12_351FS010,BGN
CXCL12_351FS010:CD44,CXCL12_351FS010,CD44
CXCL12_351FS010:CDH1,CXCL12_351FS010,CDH1
CXCL12_351FS010:CDH15,CXCL12_351FS010,CDH15
CXCL12_351FS010:CDH20,CXCL12_351FS010,CDH20
CXCL12_351FS010:CDH3,CXCL12_351FS010,CDH3
CXCL12_351FS010:CDH6,CXCL12_351FS010,CDH6
CXCL12_351FS010:CDH8,CXCL12_351FS010,CDH8
CXCL12_351FS010:CEACAM6,CXCL12_351FS010,CEACAM6
CXCL12_351FS010:COL1,CXCL12_351FS010,COL1
CXCL12_351FS010:COL23A1,CXCL12_351FS010,COL23A1
CXCL12_351FS010:COL2A1,CXCL12_351FS010,COL2A1
CXCL12_351FS010:COL3A1,CXCL12_351FS010,COL3A1
CXCL12_351FS010:COL4A1,CXCL12_351FS010,COL4A1
CXCL12_351FS010:COL5A1,CXCL12_351FS010,COL5A1
CXCL12_351FS010:DCN,CXCL12_351FS010,DCN
CXCL12_351FS010:DSG2,CXCL12_351FS010,DSG2
CXCL12_351FS010:ECM1,CXCL12_351FS010,ECM1
CXCL12_351FS010:FN1,CXCL12_351FS010,FN1
CXCL12_351FS010:GAP43,CXCL12_351FS010,GAP43
CXCL12_351FS010:HA500M,CXCL12_351FS010,HA500M
CXCL12_351FS010:HA500P,CXCL12_351FS010,HA500P
CXCL12_351FS010:ICAM1,CXCL12_351FS010,ICAM1
CXCL12_351FS010:ITGA10B1,CXCL12_351FS010,ITGA10B1
CXCL12_351FS010:ITGA2B1,CXCL12_351FS010,ITGA2B1
CXCL12_351FS010:ITGA3B1,CXCL12_351FS010,ITGA3B1
CXCL12_351FS010:ITGA4B1,CXCL12_351FS010,ITGA4B1
CXCL12_351FS010:ITGA6B4,CXCL12_351FS010,ITGA6B4
CXCL12_351FS010:ITGA9B1,CXCL12_351FS010,ITGA9B1
CXCL12_351FS010:ITGAMB2,CXCL12_351FS010,ITGAMB2
CXCL12_351FS010:ITGAVB2,CXCL12_351FS010,ITGAVB2
CXCL12_351FS010:LAMA3,CXCL12_351FS010,LAMA3
CXCL12_351FS010:LAMB1,CXCL12_351FS010,LAMB1
CXCL12_351FS010:LUM,CXCL12_351FS010,LUM
CXCL12_351FS010:NID1,CXCL12_351FS010,NID1
CXCL12_351FS010:OMD,CXCL12_351FS010,OMD
CXCL12_351FS010:PECAM1,CXCL12_351FS010,PECAM1
CXCL12_351FS010:POSTN,CXCL12_351FS010,POSTN
CXCL12_351FS010:SPARC,CXCL12_351FS010,SPARC
CXCL12_351FS010:SPP1,CXCL12_351FS010,SPP1
CXCL12_351FS010:THBS1,CXCL12_351FS010,THBS1
CXCL12_351FS010:TNC,CXCL12_351FS010,TNC
CXCL12_351FS010:VCAM1,CXCL12_351FS010,VCAM1
CXCL12_351FS010:VTN,CXCL12_351FS010,VTN
CXCL12_351FS010:blank,CXCL12_351FS010,blank
CXCL8:ALCAM,CXCL8,ALCAM
CXCL8:BCAN,CXCL8,BCAN
CXCL8:BGN,CXCL8,BGN
CXCL8:CD44,CXCL8,CD44
CXCL8:CDH1,CXCL8,CDH1
CXCL8:CDH15,CXCL8,CDH15
CXCL8:CDH20,CXCL8,CDH20
CXCL8:CDH3,CXCL8,CDH3
CXCL8:CDH6,CXCL8,CDH6
CXCL8:CDH8,CXCL8,CDH8
CXCL8:CEACAM6,CXCL8,CEACAM6
CXCL8:COL1,CXCL8,COL1
CXCL8:COL23A1,CXCL8,COL23A1
CXCL8:COL2A1,CXCL8,COL2A1
CXCL8:COL3A1,CXCL8,COL3A1
CXCL8:COL4A1,CXCL8,COL4A1
CXCL8:COL5A1,CXCL8,COL5A1
CXCL8:DCN,CXCL8,DCN
CXCL8:DSG2,CXCL8,DSG2
CXCL8:ECM1,CXCL8,ECM1
CXCL8:FN1,CXCL8,FN1
CXCL8:GAP43,CXCL8,GAP43
CXCL8:HA500M,CXCL8,HA500M
CXCL8:HA500P,CXCL8,HA500P
CXCL8:ICAM1,CXCL8,ICAM1
CXCL8:ITGA10B1,CXCL8,ITGA10B1
CXCL8:ITGA2B1,CXCL8,ITGA2B1
CXCL8:ITGA3B1,CXCL8,ITGA3B1
CXCL8:ITGA4B1,CXCL8,ITGA4B1
CXCL8:ITGA6B4,CXCL8,ITGA6B4
CXCL8:ITGA9B1,CXCL8,ITGA9B1
CXCL8:ITGAMB2,CXCL8,ITGAMB2
CXCL8:ITGAVB2,CXCL8,ITGAVB2
CXCL8:LAMA3,CXCL8,LAMA3
CXCL8:LAMB1,CXCL8,LAMB1
CXCL8:LUM,CXCL8,LUM
CXCL8:NID1,CXCL8,NID1
CXCL8:OMD,CXCL8,OMD
CXCL8:PECAM1,CXCL8,PECAM1
CXCL8:POSTN,CXCL8,POSTN
CXCL8:SPARC,CXCL8,SPARC
CXCL8:SPP1,CXCL8,SPP1
CXCL8:THBS1,CXCL8,THBS1
CXCL8:TNC,CXCL8,TNC
CXCL8:VCAM1,CXCL8,VCAM1
CXCL8:VTN,CXCL8,VTN
CXCL8:blank,CXCL8,blank
DLL1:ALCAM,DLL1,ALCAM
DLL1:BCAN,DLL1,BCAN
DLL1:BGN,DLL1,BGN
DLL1:CD44,DLL1,CD44
DLL1:CDH1,DLL1,CDH1
DLL1:CDH15,DLL1,CDH15
DLL1:CDH20,DLL1,CDH20
DLL1:CDH3,DLL1,CDH3
DLL1:CDH6,DLL1,CDH6
DLL1:CDH8,DLL1,CDH8
DLL1:CEACAM6,DLL1,CEACAM6
DLL1:COL1,DLL1,COL1
DLL1:COL23A1,DLL1,COL23A1
DLL1:COL2A1,DLL1,COL2A1
DLL1:COL3A1,DLL1,COL3A1
DLL1:COL4A1,DLL1,COL4A1
DLL1:COL5A1,DLL1,COL5A1
DLL1:DCN,DLL1,DCN
DLL1:DSG2,DLL1,DSG2
DLL1:ECM1,DLL1,ECM1
DLL1:FN1,DLL1,FN1
DLL1:GAP43,DLL1,GAP43
DLL1:HA500M,DLL1,HA500M
DLL1:HA500P,DLL1,HA500P
DLL1:ICAM1,DLL1,ICAM1
DLL1:ITGA10B1,DLL1,ITGA10B1
DLL1:ITGA2B1,DLL1,ITGA2B1
DLL1:ITGA3B1,DLL1,ITGA3B1
DLL1:ITGA4B1,DLL1,ITGA4B1
DLL1:ITGA6B4,DLL1,ITGA6B4
DLL1:ITGA9B1,DLL1,ITGA9B1
DLL1:ITGAMB2,DLL1,ITGAMB2
DLL1:ITGAVB2,DLL1,ITGAVB2
DLL1:LAMA3,DLL1,LAMA3
DLL1:LAMB1,DLL1,LAMB1
DLL1:LUM,DLL1,LUM
DLL1:NID1,DLL1,NID1
DLL1:OMD,DLL1,OMD
DLL1:PECAM1,DLL1,PECAM1
DLL1:POSTN,DLL1,POSTN
DLL1:SPARC,DLL1,SPARC
DLL1:SPP1,DLL1,SPP1
DLL1:THBS1,DLL1,THBS1
DLL1:TNC,DLL1,TNC
DLL1:VCAM1,DLL1,VCAM1
DLL1:VTN,DLL1,VTN
DLL1:blank,DLL1,blank
DLL4:ALCAM,DLL4,ALCAM
DLL4:BCAN,DLL4,BCAN
DLL4:BGN,DLL4,BGN
DLL4:CD44,DLL4,CD44
DLL4:CDH1,DLL4,CDH1
DLL4:CDH15,DLL4,CDH15
DLL4:CDH20,DLL4,CDH20
DLL4:CDH3,DLL4,CDH3
DLL4:CDH6,DLL4,CDH6
DLL4:CDH8,DLL4,CDH8
DLL4:CEACAM6,DLL4,CEACAM6
DLL4:COL1,DLL4,COL1
DLL4:COL23A1,DLL4,COL23A1
DLL4:COL2A1,DLL4,COL2A1
DLL4:COL3A1,DLL4,COL3A1
DLL4:COL4A1,DLL4,COL4A1
DLL4:COL5A1,DLL4,COL5A1
DLL4:DCN,DLL4,DCN
DLL4:DSG2,DLL4,DSG2
DLL4:ECM1,DLL4,ECM1
DLL4:FN1,DLL4,FN1
DLL4:GAP43,DLL4,GAP43
DLL4:HA500M,DLL4,HA500M
DLL4:HA500P,DLL4,HA500P
DLL4:ICAM1,DLL4,ICAM1
DLL4:ITGA10B1,DLL4,ITGA10B1
DLL4:ITGA2B1,DLL4,ITGA2B1
DLL4:ITGA3B1,DLL4,ITGA3B1
DLL4:ITGA4B1,DLL4,ITGA4B1
DLL4:ITGA6B4,DLL4,ITGA6B4
DLL4:ITGA9B1,DLL4,ITGA9B1
DLL4:ITGAMB2,DLL4,ITGAMB2
DLL4:ITGAVB2,DLL4,ITGAVB2
DLL4:LAMA3,DLL4,LAMA3
DLL4:LAMB1,DLL4,LAMB1
DLL4:LUM,DLL4,LUM
DLL4:NID1,DLL4,NID1
DLL4:OMD,DLL4,OMD
DLL4:PECAM1,DLL4,PECAM1
DLL4:POSTN,DLL4,POSTN
DLL4:SPARC,DLL4,SPARC
DLL4:SPP1,DLL4,SPP1
DLL4:THBS1,DLL4,THBS1
DLL4:TNC,DLL4,TNC
DLL4:VCAM1,DLL4,VCAM1
DLL4:VTN,DLL4,VTN
DLL4:blank,DLL4,blank
EGF:ALCAM,EGF,ALCAM
EGF:BCAN,EGF,BCAN
EGF:BGN,EGF,BGN
EGF:CD44,EGF,CD44
EGF:CDH1,EGF,CDH1
EGF:CDH15,EGF,CDH15
EGF:CDH20,EGF,CDH20
EGF:CDH3,EGF,CDH3
EGF:CDH6,EGF,CDH6
EGF:CDH8,EGF,CDH8
EGF:CEACAM6,EGF,CEACAM6
EGF:COL1,EGF,COL1
EGF:COL23A1,EGF,COL23A1
EGF:COL2A1,EGF,COL2A1
EGF:COL3A1,EGF,COL3A1
EGF:COL4A1,EGF,COL4A1
EGF:COL5A1,EGF,COL5A1
EGF:DCN,EGF,DCN
EGF:DSG2,EGF,DSG2
EGF:ECM1,EGF,ECM1
EGF:FN1,EGF,FN1
EGF:GAP43,EGF,GAP43
EGF:HA500M,EGF,HA500M
EGF:HA500P,EGF,HA500P
EGF:ICAM1,EGF,ICAM1
EGF:ITGA10B1,EGF,ITGA10B1
EGF:ITGA2B1,EGF,ITGA2B1
EGF:ITGA3B1,EGF,ITGA3B1
EGF:ITGA4B1,EGF,ITGA4B1
EGF:ITGA6B4,EGF,ITGA6B4
EGF:ITGA9B1,EGF,ITGA9B1
EGF:ITGAMB2,EGF,ITGAMB2
EGF:ITGAVB2,EGF,ITGAVB2
EGF:LAMA3,EGF,LAMA3
EGF:LAMB1,EGF,LAMB1
EGF:LUM,EGF,LUM
EGF:NID1,EGF,NID1
EGF:OMD,EGF,OMD
EGF:PECAM1,EGF,PECAM1
EGF:POSTN,EGF,POSTN
EGF:SPARC,EGF,SPARC
EGF:SPP1,EGF,SPP1
EGF:THBS1,EGF,THBS1
EGF:TNC,EGF,TNC
EGF:VCAM1,EGF,VCAM1
EGF:VTN,EGF,VTN
EGF:blank,EGF,blank
FBS:ALCAM,FBS,ALCAM
FBS:BCAN,FBS,BCAN
FBS:BGN,FBS,BGN
FBS:CD44,FBS,CD44
FBS:CDH1,FBS,CDH1
FBS:CDH15,FBS,CDH15
FBS:CDH20,FBS,CDH20
FBS:CDH3,FBS,CDH3
FBS:CDH6,FBS,CDH6
FBS:CDH8,FBS,CDH8
FBS:CEACAM6,FBS,CEACAM6
FBS:COL1,FBS,COL1
FBS:COL23A1,FBS,COL23A1
FBS:COL2A1,FBS,COL2A1
FBS:COL3A1,FBS,COL3A1
FBS:COL4A1,FBS,COL4A1
FBS:COL5A1,FBS,COL5A1
FBS:DCN,FBS,DCN
FBS:DSG2,FBS,DSG2
FBS:ECM1,FBS,ECM1
FBS:FN1,FBS,FN1
FBS:GAP43,FBS,GAP43
FBS:HA500M,FBS,HA500M
FBS:HA500P,FBS,HA500P
FBS:ICAM1,FBS,ICAM1
FBS:ITGA10B1,FBS,ITGA10B1
FBS:ITGA2B1,FBS,ITGA2B1
FBS:ITGA3B1,FBS,ITGA3B1
FBS:ITGA4B1,FBS,ITGA4B1
FBS:ITGA6B4,FBS,ITGA6B4
FBS:ITGA9B1,FBS,ITGA9B1
FBS:ITGAMB2,FBS,ITGAMB2
FBS:ITGAVB2,FBS,ITGAVB2
FBS:LAMA3,FBS,LAMA3
FBS:LAMB1,FBS,LAMB1
FBS:LUM,FBS,LUM
FBS:NID1,FBS,NID1
FBS:OMD,FBS,OMD
FBS:PECAM1,FBS,PECAM1
FBS:POSTN,FBS,POSTN
FBS:SPARC,FBS,SPARC
FBS:SPP1,FBS,SPP1
FBS:THBS1,FBS,THBS1
FBS:TNC,FBS,TNC
FBS:VCAM1,FBS,VCAM1
FBS:VTN,FBS,VTN
FBS:blank,FBS,blank
FGF2:ALCAM,FGF2,ALCAM
FGF2:BCAN,FGF2,BCAN
FGF2:BGN,FGF2,BGN
FGF2:CD44,FGF2,CD44
FGF2:CDH1,FGF2,CDH1
FGF2:CDH15,FGF2,CDH15
FGF2:CDH20,FGF2,CDH20
FGF2:CDH3,FGF2,CDH3
FGF2:CDH6,FGF2,CDH6
FGF2:CDH8,FGF2,CDH8
FGF2:CEACAM6,FGF2,CEACAM6
FGF2:COL1,FGF2,COL1
FGF2:COL23A1,FGF2,COL23A1
FGF2:COL2A1,FGF2,COL2A1
FGF2:COL3A1,FGF2,COL3A1
FGF2:COL4A1,FGF2,COL4A1
FGF2:COL5A1,FGF2,COL5A1
FGF2:DCN,FGF2,DCN
FGF2:DSG2,FGF2,DSG2
FGF2:ECM1,FGF2,ECM1
FGF2:FN1,FGF2,FN1
FGF2:GAP43,FGF2,GAP43
FGF2:HA500M,FGF2,HA500M
FGF2:HA500P,FGF2,HA500P
FGF2:ICAM1,FGF2,ICAM1
FGF2:ITGA10B1,FGF2,ITGA10B1
FGF2:ITGA2B1,FGF2,ITGA2B1
FGF2:ITGA3B1,FGF2,ITGA3B1
FGF2:ITGA4B1,FGF2,ITGA4B1
FGF2:ITGA6B4,FGF2,ITGA6B4
FGF2:ITGA9B1,FGF2,ITGA9B1
FGF2:ITGAMB2,FGF2,ITGAMB2
FGF2:ITGAVB2,FGF2,ITGAVB2
FGF2:LAMA3,FGF2,LAMA3
FGF2:LAMB1,FGF2,LAMB1
FGF2:LUM,FGF2,LUM
FGF2:NID1,FGF2,NID1
FGF2:OMD,FGF2,OMD
FGF2:PECAM1,FGF2,PECAM1
FGF2:POSTN,FGF2,POSTN
FGF2:SPARC,FGF2,SPARC
FGF2:SPP1,FGF2,SPP1
FGF2:THBS1,FGF2,THBS1
FGF2:TNC,FGF2,TNC
FGF2:VCAM1,FGF2,VCAM1
FGF2:VTN,FGF2,VTN
FGF2:blank,FGF2,blank
FGF6:ALCAM,FGF6,ALCAM
FGF6:BCAN,FGF6,BCAN
FGF6:BGN,FGF6,BGN
FGF6:CD44,FGF6,CD44
FGF6:CDH1,FGF6,CDH1
FGF6:CDH15,FGF6,CDH15
FGF6:CDH20,FGF6,CDH20
FGF6:CDH3,FGF6,CDH3
FGF6:CDH6,FGF6,CDH6
FGF6:CDH8,FGF6,CDH8
FGF6:CEACAM6,FGF6,CEACAM6
FGF6:COL1,FGF6,COL1
FGF6:COL23A1,FGF6,COL23A1
FGF6:COL2A1,FGF6,COL2A1
FGF6:COL3A1,FGF6,COL3A1
FGF6:COL4A1,FGF6,COL4A1
FGF6:COL5A1,FGF6,COL5A1
FGF6:DCN,FGF6,DCN
FGF6:DSG2,FGF6,DSG2
FGF6:ECM1,FGF6,ECM1
FGF6:FN1,FGF6,FN1
FGF6:GAP43,FGF6,GAP43
FGF6:HA500M,FGF6,HA500M
FGF6:HA500P,FGF6,HA500P
FGF6:ICAM1,FGF6,ICAM1
FGF6:ITGA10B1,FGF6,ITGA10B1
FGF6:ITGA2B1,FGF6,ITGA2B1
FGF6:ITGA3B1,FGF6,ITGA3B1
FGF6:ITGA4B1,FGF6,ITGA4B1
FGF6:ITGA6B4,FGF6,ITGA6B4
FGF6:ITGA9B1,FGF6,ITGA9B1
FGF6:ITGAMB2,FGF6,ITGAMB2
FGF6:ITGAVB2,FGF6,ITGAVB2
FGF6:LAMA3,FGF6,LAMA3
FGF6:LAMB1,FGF6,LAMB1
FGF6:LUM,FGF6,LUM
FGF6:NID1,FGF6,NID1
FGF6:OMD,FGF6,OMD
FGF6:PECAM1,FGF6,PECAM1
FGF6:POSTN,FGF6,POSTN
FGF6:SPARC,FGF6,SPARC
FGF6:SPP1,FGF6,SPP1
FGF6:THBS1,FGF6,THBS1
FGF6:TNC,FGF6,TNC
FGF6:VCAM1,FGF6,VCAM1
FGF6:VTN,FGF6,VTN
FGF6:blank,FGF6,blank
FLT3LG:ALCAM,FLT3LG,ALCAM
FLT3LG:BCAN,FLT3LG,BCAN
FLT3LG:BGN,FLT3LG,BGN
FLT3LG:CD44,FLT3LG,CD44
FLT3LG:CDH1,FLT3LG,CDH1
FLT3LG:CDH15,FLT3LG,CDH15
FLT3LG:CDH20,FLT3LG,CDH20
FLT3LG:CDH3,FLT3LG,CDH3
FLT3LG:CDH6,FLT3LG,CDH6
FLT3LG:CDH8,FLT3LG,CDH8
FLT3LG:CEACAM6,FLT3LG,CEACAM6
FLT3LG:COL1,FLT3LG,COL1
FLT3LG:COL23A1,FLT3LG,COL23A1
FLT3LG:COL2A1,FLT3LG,COL2A1
FLT3LG:COL3A1,FLT3LG,COL3A1
FLT3LG:COL4A1,FLT3LG,COL4A1
FLT3LG:COL5A1,FLT3LG,COL5A1
FLT3LG:DCN,FLT3LG,DCN
FLT3LG:DSG2,FLT3LG,DSG2
FLT3LG:ECM1,FLT3LG,ECM1
FLT3LG:FN1,FLT3LG,FN1
FLT3LG:GAP43,FLT3LG,GAP43
FLT3LG:HA500M,FLT3LG,HA500M
FLT3LG:HA500P,FLT3LG,HA500P
FLT3LG:ICAM1,FLT3LG,ICAM1
FLT3LG:ITGA10B1,FLT3LG,ITGA10B1
FLT3LG:ITGA2B1,FLT3LG,ITGA2B1
FLT3LG:ITGA3B1,FLT3LG,ITGA3B1
FLT3LG:ITGA4B1,FLT3LG,ITGA4B1
FLT3LG:ITGA6B4,FLT3LG,ITGA6B4
FLT3LG:ITGA9B1,FLT3LG,ITGA9B1
FLT3LG:ITGAMB2,FLT3LG,ITGAMB2
FLT3LG:ITGAVB2,FLT3LG,ITGAVB2
FLT3LG:LAMA3,FLT3LG,LAMA3
FLT3LG:LAMB1,FLT3LG,LAMB1
FLT3LG:LUM,FLT3LG,LUM
FLT3LG:NID1,FLT3LG,NID1
FLT3LG:OMD,FLT3LG,OMD
FLT3LG:PECAM1,FLT3LG,PECAM1
FLT3LG:POSTN,FLT3LG,POSTN
FLT3LG:SPARC,FLT3LG,SPARC
FLT3LG:SPP1,FLT3LG,SPP1
FLT3LG:THBS1,FLT3LG,THBS1
FLT3LG:TNC,FLT3LG,TNC
FLT3LG:VCAM1,FLT3LG,VCAM1
FLT3LG:VTN,FLT3LG,VTN
FLT3LG:blank,FLT3LG,blank
GPNMB:ALCAM,GPNMB,ALCAM
GPNMB:BCAN,GPNMB,BCAN
GPNMB:BGN,GPNMB,BGN
GPNMB:CD44,GPNMB,CD44
GPNMB:CDH1,GPNMB,CDH1
GPNMB:CDH15,GPNMB,CDH15
GPNMB:CDH20,GPNMB,CDH20
GPNMB:CDH3,GPNMB,CDH3
GPNMB:CDH6,GPNMB,CDH6
GPNMB:CDH8,GPNMB,CDH8
GPNMB:CEACAM6,GPNMB,CEACAM6
GPNMB:COL1,GPNMB,COL1
GPNMB:COL23A1,GPNMB,COL23A1
GPNMB:COL2A1,GPNMB,COL2A1
GPNMB:COL3A1,GPNMB,COL3A1
GPNMB:COL4A1,GPNMB,COL4A1
GPNMB:COL5A1,GPNMB,COL5A1
GPNMB:DCN,GPNMB,DCN
GPNMB:DSG2,GPNMB,DSG2
GPNMB:ECM1,GPNMB,ECM1
GPNMB:FN1,GPNMB,FN1
GPNMB:GAP43,GPNMB,GAP43
GPNMB:HA500M,GPNMB,HA500M
GPNMB:HA500P,GPNMB,HA500P
GPNMB:ICAM1,GPNMB,ICAM1
GPNMB:ITGA10B1,GPNMB,ITGA10B1
GPNMB:ITGA2B1,GPNMB,ITGA2B1
GPNMB:ITGA3B1,GPNMB,ITGA3B1
GPNMB:ITGA4B1,GPNMB,ITGA4B1
GPNMB:ITGA6B4,GPNMB,ITGA6B4
GPNMB:ITGA9B1,GPNMB,ITGA9B1
GPNMB:ITGAMB2,GPNMB,ITGAMB2
GPNMB:ITGAVB2,GPNMB,ITGAVB2
GPNMB:LAMA3,GPNMB,LAMA3
GPNMB:LAMB1,GPNMB,LAMB1
GPNMB:LUM,GPNMB,LUM
GPNMB:NID1,GPNMB,NID1
GPNMB:OMD,GPNMB,OMD
GPNMB:PECAM1,GPNMB,PECAM1
GPNMB:POSTN,GPNMB,POSTN
GPNMB:SPARC,GPNMB,SPARC
GPNMB:SPP1,GPNMB,SPP1
GPNMB:THBS1,GPNMB,THBS1
GPNMB:TNC,GPNMB,TNC
GPNMB:VCAM1,GPNMB,VCAM1
GPNMB:VTN,GPNMB,VTN
GPNMB:blank,GPNMB,blank
HGF:ALCAM,HGF,ALCAM
HGF:BCAN,HGF,BCAN
HGF:BGN,HGF,BGN
HGF:CD44,HGF,CD44
HGF:CDH1,HGF,CDH1
HGF:CDH15,HGF,CDH15
HGF:CDH20,HGF,CDH20
HGF:CDH3,HGF,CDH3
HGF:CDH6,HGF,CDH6
HGF:CDH8,HGF,CDH8
HGF:CEACAM6,HGF,CEACAM6
HGF:COL1,HGF,COL1
HGF:COL23A1,HGF,COL23A1
HGF:COL2A1,HGF,COL2A1
HGF:COL3A1,HGF,COL3A1
HGF:COL4A1,HGF,COL4A1
HGF:COL5A1,HGF,COL5A1
HGF:DCN,HGF,DCN
HGF:DSG2,HGF,DSG2
HGF:ECM1,HGF,ECM1
HGF:FN1,HGF,FN1
HGF:GAP43,HGF,GAP43
HGF:HA500M,HGF,HA500M
HGF:HA500P,HGF,HA500P
HGF:ICAM1,HGF,ICAM1
HGF:ITGA10B1,HGF,ITGA10B1
HGF:ITGA2B1,HGF,ITGA2B1
HGF:ITGA3B1,HGF,ITGA3B1
HGF:ITGA4B1,HGF,ITGA4B1
HGF:ITGA6B4,HGF,ITGA6B4
HGF:ITGA9B1,HGF,ITGA9B1
HGF:ITGAMB2,HGF,ITGAMB2
HGF:ITGAVB2,HGF,ITGAVB2
HGF:LAMA3,HGF,LAMA3
HGF:LAMB1,HGF,LAMB1
HGF:LUM,HGF,LUM
HGF:NID1,HGF,NID1
HGF:OMD,HGF,OMD
HGF:PECAM1,HGF,PECAM1
HGF:POSTN,HGF,POSTN
HGF:SPARC,HGF,SPARC
HGF:SPP1,HGF,SPP1
HGF:THBS1,HGF,THBS1
HGF:TNC,HGF,TNC
HGF:VCAM1,HGF,VCAM1
HGF:VTN,HGF,VTN
HGF:blank,HGF,blank
IGF1:ALCAM,IGF1,ALCAM
IGF1:BCAN,IGF1,BCAN
IGF1:BGN,IGF1,BGN
IGF1:CD44,IGF1,CD44
IGF1:CDH1,IGF1,CDH1
IGF1:CDH15,IGF1,CDH15
IGF1:CDH20,IGF1,CDH20
IGF1:CDH3,IGF1,CDH3
IGF1:CDH6,IGF1,CDH6
IGF1:CDH8,IGF1,CDH8
IGF1:CEACAM6,IGF1,CEACAM6
IGF1:COL1,IGF1,COL1
IGF1:COL23A1,IGF1,COL23A1
IGF1:COL2A1,IGF1,COL2A1
IGF1:COL3A1,IGF1,COL3A1
IGF1:COL4A1,IGF1,COL4A1
IGF1:COL5A1,IGF1,COL5A1
IGF1:DCN,IGF1,DCN
IGF1:DSG2,IGF1,DSG2
IGF1:ECM1,IGF1,ECM1
IGF1:FN1,IGF1,FN1
IGF1:GAP43,IGF1,GAP43
IGF1:HA500M,IGF1,HA500M
IGF1:HA500P,IGF1,HA500P
IGF1:ICAM1,IGF1,ICAM1
IGF1:ITGA10B1,IGF1,ITGA10B1
IGF1:ITGA2B1,IGF1,ITGA2B1
IGF1:ITGA3B1,IGF1,ITGA3B1
IGF1:ITGA4B1,IGF1,ITGA4B1
IGF1:ITGA6B4,IGF1,ITGA6B4
IGF1:ITGA9B1,IGF1,ITGA9B1
IGF1:ITGAMB2,IGF1,ITGAMB2
IGF1:ITGAVB2,IGF1,ITGAVB2
IGF1:LAMA3,IGF1,LAMA3
IGF1:LAMB1,IGF1,LAMB1
IGF1:LUM,IGF1,LUM
IGF1:NID1,IGF1,NID1
IGF1:OMD,IGF1,OMD
IGF1:PECAM1,IGF1,PECAM1
IGF1:POSTN,IGF1,POSTN
IGF1:SPARC,IGF1,SPARC
IGF1:SPP1,IGF1,SPP1
IGF1:THBS1,IGF1,THBS1
IGF1:TNC,IGF1,TNC
IGF1:VCAM1,IGF1,VCAM1
IGF1:VTN,IGF1,VTN
IGF1:blank,IGF1,blank
IGFBP2:ALCAM,IGFBP2,ALCAM
IGFBP2:BCAN,IGFBP2,BCAN
IGFBP2:BGN,IGFBP2,BGN
IGFBP2:CD44,IGFBP2,CD44
IGFBP2:CDH1,IGFBP2,CDH1
IGFBP2:CDH15,IGFBP2,CDH15
IGFBP2:CDH20,IGFBP2,CDH20
IGFBP2:CDH3,IGFBP2,CDH3
IGFBP2:CDH6,IGFBP2,CDH6
IGFBP2:CDH8,IGFBP2,CDH8
IGFBP2:CEACAM6,IGFBP2,CEACAM6
IGFBP2:COL1,IGFBP2,COL1
IGFBP2:COL23A1,IGFBP2,COL23A1
IGFBP2:COL2A1,IGFBP2,COL2A1
IGFBP2:COL3A1,IGFBP2,COL3A1
IGFBP2:COL4A1,IGFBP2,COL4A1
IGFBP2:COL5A1,IGFBP2,COL5A1
IGFBP2:DCN,IGFBP2,DCN
IGFBP2:DSG2,IGFBP2,DSG2
IGFBP2:ECM1,IGFBP2,ECM1
IGFBP2:FN1,IGFBP2,FN1
IGFBP2:GAP43,IGFBP2,GAP43
IGFBP2:HA500M,IGFBP2,HA500M
IGFBP2:HA500P,IGFBP2,HA500P
IGFBP2:ICAM1,IGFBP2,ICAM1
IGFBP2:ITGA10B1,IGFBP2,ITGA10B1
IGFBP2:ITGA2B1,IGFBP2,ITGA2B1
IGFBP2:ITGA3B1,IGFBP2,ITGA3B1
IGFBP2:ITGA4B1,IGFBP2,ITGA4B1
IGFBP2:ITGA6B4,IGFBP2,ITGA6B4
IGFBP2:ITGA9B1,IGFBP2,ITGA9B1
IGFBP2:ITGAMB2,IGFBP2,ITGAMB2
IGFBP2:ITGAVB2,IGFBP2,ITGAVB2
IGFBP2:LAMA3,IGFBP2,LAMA3
IGFBP2:LAMB1,IGFBP2,LAMB1
IGFBP2:LUM,IGFBP2,LUM
IGFBP2:NID1,IGFBP2,NID1
IGFBP2:OMD,IGFBP2,OMD
IGFBP2:PECAM1,IGFBP2,PECAM1
IGFBP2:POSTN,IGFBP2,POSTN
IGFBP2:SPARC,IGFBP2,SPARC
IGFBP2:SPP1,IGFBP2,SPP1
IGFBP2:THBS1,IGFBP2,THBS1
IGFBP2:TNC,IGFBP2,TNC
IGFBP2:VCAM1,IGFBP2,VCAM1
IGFBP2:VTN,IGFBP2,VTN
IGFBP2:blank,IGFBP2,blank
IGFBP3:ALCAM,IGFBP3,ALCAM
IGFBP3:BCAN,IGFBP3,BCAN
IGFBP3:BGN,IGFBP3,BGN
IGFBP3:CD44,IGFBP3,CD44
IGFBP3:CDH1,IGFBP3,CDH1
IGFBP3:CDH15,IGFBP3,CDH15
IGFBP3:CDH20,IGFBP3,CDH20
IGFBP3:CDH3,IGFBP3,CDH3
IGFBP3:CDH6,IGFBP3,CDH6
IGFBP3:CDH8,IGFBP3,CDH8
