id,lig,ecm
TNFSF11:COL3A1,TNFSF11,COL3A1
TNFSF11:COL4A1,TNFSF11,COL4A1
TNFSF11:COL5A1,TNFSF11,COL5A1
TNFSF11:DCN,TNFSF11,DCN
TNFSF11:DSG2,TNFSF11,DSG2
TNFSF11:ECM1,TNFSF11,ECM1
TNFSF11:FN1,TNFSF11,FN1
TNFSF11:GAP43,TNFSF11,GAP43
TNFSF11:HA500M,TNFSF11,HA500M
TNFSF11:HA500P,TNFSF11,HA500P
TNFSF11:ICAM1,TNFSF11,ICAM1
TNFSF11:ITGA10B1,TNFSF11,ITGA10B1
TNFSF11:ITGA2B1,TNFSF11,ITGA2B1
TNFSF11:ITGA3B1,TNFSF11,ITGA3B1
TNFSF11:ITGA4B1,TNFSF11,ITGA4B1
TNFSF11:ITGA6B4,TNFSF11,ITGA6B4
TNFSF11:ITGA9B1,TNFSF11,ITGA9B1
TNFSF11:ITGAMB2,TNFSF11,ITGAMB2
TNFSF11:ITGAVB2,TNFSF11,ITGAVB2
TNFSF11:LAMA3,TNFSF11,LAMA3
TNFSF11:LAMB1,TNFSF11,LAMB1
TNFSF11:LUM,TNFSF11,LUM
TNFSF11:NID1,TNFSF11,NID1
TNFSF11:OMD,TNFSF11,OMD
TNFSF11:PECAM1,TNFSF11,PECAM1
TNFSF11:POSTN,TNFSF11,POSTN
TNFSF11:SPARC,TNFSF11,SPARC
TNFSF11:SPP1,TNFSF11,SPP1
TNFSF11:THBS1,TNFSF11,THBS1
TNFSF11:TNC,TNFSF11,TNC
TNFSF11:VCAM1,TNFSF11,VCAM1
TNFSF11:VTN,TNFSF11,VTN
TNFSF11:blank,TNFSF11,blank
TNFSF6:ALCAM,TNFSF6,ALCAM
TNFSF6:BCAN,TNFSF6,BCAN
TNFSF6:BGN,TNFSF6,BGN
TNFSF6:CD44,TNFSF6,CD44
TNFSF6:CDH1,TNFSF6,CDH1
TNFSF6:CDH15,TNFSF6,CDH15
TNFSF6:CDH20,TNFSF6,CDH20
TNFSF6:CDH3,TNFSF6,CDH3
TNFSF6:CDH6,TNFSF6,CDH6
TNFSF6:CDH8,TNFSF6,CDH8
TNFSF6:CEACAM6,TNFSF6,CEACAM6
TNFSF6:COL1,TNFSF6,COL1
TNFSF6:COL23A1,TNFSF6,COL23A1
TNFSF6:COL2A1,TNFSF6,COL2A1
TNFSF6:COL3A1,TNFSF6,COL3A1
TNFSF6:COL4A1,TNFSF6,COL4A1
TNFSF6:COL5A1,TNFSF6,COL5A1
TNFSF6:DCN,TNFSF6,DCN
TNFSF6:DSG2,TNFSF6,DSG2
TNFSF6:ECM1,TNFSF6,ECM1
TNFSF6:FN1,TNFSF6,FN1
TNFSF6:GAP43,TNFSF6,GAP43
TNFSF6:HA500M,TNFSF6,HA500M
TNFSF6:HA500P,TNFSF6,HA500P
TNFSF6:ICAM1,TNFSF6,ICAM1
TNFSF6:ITGA10B1,TNFSF6,ITGA10B1
TNFSF6:ITGA2B1,TNFSF6,ITGA2B1
TNFSF6:ITGA3B1,TNFSF6,ITGA3B1
TNFSF6:ITGA4B1,TNFSF6,ITGA4B1
TNFSF6:ITGA6B4,TNFSF6,ITGA6B4
TNFSF6:ITGA9B1,TNFSF6,ITGA9B1
TNFSF6:ITGAMB2,TNFSF6,ITGAMB2
TNFSF6:ITGAVB2,TNFSF6,ITGAVB2
TNFSF6:LAMA3,TNFSF6,LAMA3
TNFSF6:LAMB1,TNFSF6,LAMB1
TNFSF6:LUM,TNFSF6,LUM
TNFSF6:NID1,TNFSF6,NID1
TNFSF6:OMD,TNFSF6,OMD
TNFSF6:PECAM1,TNFSF6,PECAM1
TNFSF6:POSTN,TNFSF6,POSTN
TNFSF6:SPARC,TNFSF6,SPARC
TNFSF6:SPP1,TNFSF6,SPP1
TNFSF6:THBS1,TNFSF6,THBS1
TNFSF6:TNC,TNFSF6,TNC
TNFSF6:VCAM1,TNFSF6,VCAM1
TNFSF6:VTN,TNFSF6,VTN
TNFSF6:blank,TNFSF6,blank
VEGFA:ALCAM,VEGFA,ALCAM
VEGFA:BCAN,VEGFA,BCAN
VEGFA:BGN,VEGFA,BGN
VEGFA:CD44,VEGFA,CD44
VEGFA:CDH1,VEGFA,CDH1
VEGFA:CDH15,VEGFA,CDH15
VEGFA:CDH20,VEGFA,CDH20
VEGFA:CDH3,VEGFA,CDH3
VEGFA:CDH6,VEGFA,CDH6
VEGFA:CDH8,VEGFA,CDH8
VEGFA:CEACAM6,VEGFA,CEACAM6
VEGFA:COL1,VEGFA,COL1
VEGFA:COL23A1,VEGFA,COL23A1
VEGFA:COL2A1,VEGFA,COL2A1
VEGFA:COL3A1,VEGFA,COL3A1
VEGFA:COL4A1,VEGFA,COL4A1
VEGFA:COL5A1,VEGFA,COL5A1
VEGFA:DCN,VEGFA,DCN
VEGFA:DSG2,VEGFA,DSG2
VEGFA:ECM1,VEGFA,ECM1
VEGFA:FN1,VEGFA,FN1
VEGFA:GAP43,VEGFA,GAP43
VEGFA:HA500M,VEGFA,HA500M
VEGFA:HA500P,VEGFA,HA500P
VEGFA:ICAM1,VEGFA,ICAM1
VEGFA:ITGA10B1,VEGFA,ITGA10B1
VEGFA:ITGA2B1,VEGFA,ITGA2B1
VEGFA:ITGA3B1,VEGFA,ITGA3B1
VEGFA:ITGA4B1,VEGFA,ITGA4B1
VEGFA:ITGA6B4,VEGFA,ITGA6B4
VEGFA:ITGA9B1,VEGFA,ITGA9B1
VEGFA:ITGAMB2,VEGFA,ITGAMB2
VEGFA:ITGAVB2,VEGFA,ITGAVB2
VEGFA:LAMA3,VEGFA,LAMA3
VEGFA:LAMB1,VEGFA,LAMB1
VEGFA:LUM,VEGFA,LUM
VEGFA:NID1,VEGFA,NID1
VEGFA:OMD,VEGFA,OMD
VEGFA:PECAM1,VEGFA,PECAM1
VEGFA:POSTN,VEGFA,POSTN
VEGFA:SPARC,VEGFA,SPARC
VEGFA:SPP1,VEGFA,SPP1
VEGFA:THBS1,VEGFA,THBS1
VEGFA:TNC,VEGFA,TNC
VEGFA:VCAM1,VEGFA,VCAM1
VEGFA:VTN,VEGFA,VTN
VEGFA:blank,VEGFA,blank
WNT10A:ALCAM,WNT10A,ALCAM
WNT10A:BCAN,WNT10A,BCAN
WNT10A:BGN,WNT10A,BGN
WNT10A:CD44,WNT10A,CD44
WNT10A:CDH1,WNT10A,CDH1
WNT10A:CDH15,WNT10A,CDH15
WNT10A:CDH20,WNT10A,CDH20
WNT10A:CDH3,WNT10A,CDH3
WNT10A:CDH6,WNT10A,CDH6
WNT10A:CDH8,WNT10A,CDH8
WNT10A:CEACAM6,WNT10A,CEACAM6
WNT10A:COL1,WNT10A,COL1
WNT10A:COL23A1,WNT10A,COL23A1
WNT10A:COL2A1,WNT10A,COL2A1
WNT10A:COL3A1,WNT10A,COL3A1
WNT10A:COL4A1,WNT10A,COL4A1
WNT10A:COL5A1,WNT10A,COL5A1
WNT10A:DCN,WNT10A,DCN
WNT10A:DSG2,WNT10A,DSG2
WNT10A:ECM1,WNT10A,ECM1
WNT10A:FN1,WNT10A,FN1
WNT10A:GAP43,WNT10A,GAP43
WNT10A:HA500M,WNT10A,HA500M
WNT10A:HA500P,WNT10A,HA500P
WNT10A:ICAM1,WNT10A,ICAM1
WNT10A:ITGA10B1,WNT10A,ITGA10B1
WNT10A:ITGA2B1,WNT10A,ITGA2B1
WNT10A:ITGA3B1,3B1
WNT10A:ITGA4B1,WNT10A,ITGA4B1
WNT10A:ITGA6B4,WNT10A,ITGA6B4
WNT10A:ITGA9B1,WNT10A,ITGA9B1
WNT10A:ITGAMB2,WNT10A,ITGAMB2
WNT10A:ITGAVB2,WNT10A,ITGAVB2
WNT10A:LAMA3,WNT10A,LAMA3
WNT10A:LAMB1,WNT10A,LAMB1
WNT10A:LUM,WNT10A,LUM
WNT10A:NID1,WNT10A,NID1
WNT10A:OMD,WNT10A,OMD
WNT10A:PECAM1,WNT10A,PECAM1
WNT10A:POSTN,WNT10A,POSTN
WNT10A:SPARC,WNT10A,SPARC
WNT10A:SPP1,WNT10A,SPP1
WNT10A:THBS1,WNT10A,THBS1
WNT10A:TNC,WNT10A,TNC
WNT10A:VCAM1,WNT10A,VCAM1
WNT10A:VTN,WNT10A,VTN
WNT10A:blank,WNT10A,blank
WNT3A:ALCAM,WNT3A,ALCAM
WNT3A:BCAN,WNT3A,BCAN
WNT3A:BGN,WNT3A,BGN
WNT3A:CD44,WNT3A,CD44
WNT3A:CDH1,WNT3A,CDH1
WNT3A:CDH15,WNT3A,CDH15
WNT3A:CDH20,WNT3A,CDH20
WNT3A:CDH3,WNT3A,CDH3
WNT3A:CDH6,WNT3A,CDH6
WNT3A:CDH8,WNT3A,CDH8
WNT3A:CEACAM6,WNT3A,CEACAM6
WNT3A:COL1,WNT3A,COL1
WNT3A:COL23A1,WNT3A,COL23A1
WNT3A:COL2A1,WNT3A,COL2A1
WNT3A:COL3A1,WNT3A,COL3A1
WNT3A:COL4A1,WNT3A,COL4A1
WNT3A:COL5A1,WNT3A,COL5A1
WNT3A:DCN,WNT3A,DCN
WNT3A:DSG2,WNT3A,DSG2
WNT3A:ECM1,WNT3A,ECM1
WNT3A:FN1,WNT3A,FN1
WNT3A:GAP43,WNT3A,GAP43
WNT3A:HA500M,WNT3A,HA500M
WNT3A:HA500P,WNT3A,HA500P
WNT3A:ICAM1,WNT3A,ICAM1
WNT3A:ITGA10B1,WNT3A,ITGA10B1
WNT3A:ITGA2B1,WNT3A,ITGA2B1
WNT3A:ITGA3B1,WNT3A,ITGA3B1
WNT3A:ITGA4B1,WNT3A,ITGA4B1
WNT3A:ITGA6B4,WNT3A,ITGA6B4
WNT3A:ITGA9B1,WNT3A,ITGA9B1
WNT3A:ITGAMB2,WNT3A,ITGAMB2
WNT3A:ITGAVB2,WNT3A,ITGAVB2
WNT3A:LAMA3,WNT3A,LAMA3
WNT3A:LAMB1,WNT3A,LAMB1
WNT3A:LUM,WNT3A,LUM
WNT3A:NID1,WNT3A,NID1
WNT3A:OMD,WNT3A,OMD
WNT3A:PECAM1,WNT3A,PECAM1
WNT3A:POSTN,WNT3A,POSTN
WNT3A:SPARC,WNT3A,SPARC
WNT3A:SPP1,WNT3A,SPP1
WNT3A:THBS1,WNT3A,THBS1
WNT3A:TNC,WNT3A,TNC
WNT3A:VCAM1,WNT3A,VCAM1
WNT3A:VTN,WNT3A,VTN
WNT3A:blank,WNT3A,blank
Wnt5a:ALCAM,Wnt5a,ALCAM
Wnt5a:BCAN,Wnt5a,BCAN
Wnt5a:BGN,Wnt5a,BGN
Wnt5a:CD44,Wnt5a,CD44
Wnt5a:CDH1,Wnt5a,CDH1
Wnt5a:CDH15,Wnt5a,CDH15
Wnt5a:CDH20,Wnt5a,CDH20
Wnt5a:CDH3,Wnt5a,CDH3
Wnt5a:CDH6,Wnt5a,CDH6
Wnt5a:CDH8,Wnt5a,CDH8
Wnt5a:CEACAM6,Wnt5a,CEACAM6
Wnt5a:COL1,Wnt5a,COL1
Wnt5a:COL23A1,Wnt5a,COL23A1
Wnt5a:COL2A1,Wnt5a,COL2A1
Wnt5a:COL3A1,Wnt5a,COL3A1
Wnt5a:COL4A1,Wnt5a,COL4A1
Wnt5a:COL5A1,Wnt5a,COL5A1
Wnt5a:DCN,Wnt5a,DCN
Wnt5a:DSG2,Wnt5a,DSG2
Wnt5a:ECM1,Wnt5a,ECM1
Wnt5a:FN1,Wnt5a,FN1
Wnt5a:GAP43,Wnt5a,GAP43
Wnt5a:HA500M,Wnt5a,HA500M
Wnt5a:HA500P,Wnt5a,HA500P
Wnt5a:ICAM1,Wnt5a,ICAM1
Wnt5a:ITGA10B1,Wnt5a,ITGA10B1
Wnt5a:ITGA2B1,Wnt5a,ITGA2B1
Wnt5a:ITGA3B1,Wnt5a,ITGA3B1
Wnt5a:ITGA4B1,Wnt5a,ITGA4B1
Wnt5a:ITGA6B4,Wnt5a,ITGA6B4
Wnt5a:ITGA9B1,Wnt5a,ITGA9B1
Wnt5a:ITGAMB2,Wnt5a,ITGAMB2
Wnt5a:ITGAVB2,Wnt5a,ITGAVB2
Wnt5a:LAMA3,Wnt5a,LAMA3
Wnt5a:LAMB1,Wnt5a,LAMB1
Wnt5a:LUM,Wnt5a,LUM
Wnt5a:NID1,Wnt5a,NID1
Wnt5a:OMD,Wnt5a,OMD
Wnt5a:PECAM1,Wnt5a,PECAM1
Wnt5a:POSTN,Wnt5a,POSTN
Wnt5a:SPARC,Wnt5a,SPARC
Wnt5a:SPP1,Wnt5a,SPP1
Wnt5a:THBS1,Wnt5a,THBS1
Wnt5a:TNC,Wnt5a,TNC
Wnt5a:VCAM1,Wnt5a,VCAM1
Wnt5a:VTN,Wnt5a,VTN
Wnt5a:blank,Wnt5a,blank
